parid,aprland,aprbldg,aprtot,rmbed,sfla,sale_month,sale_day,sale_year,sale_date,water_front,vegetation_front,price
6894957,0,222000,222000,3,1768,7,18,2017,7/18/2017,0,1,235000
6894957,0,222000,222000,3,1768,9,15,2018,9/15/2018,0,1,267000
6247773,0,250600,250600,3,1768,6,15,2018,6/15/2018,0,1,267500
7776588,0,293250,293250,3,1695,1,23,2020,1/23/2020,0,1,388000
7943590,0,238136,238136,2,1384,3,29,2018,3/29/2018,0,1,280000
4876618,0,326500,326500,2,1347,9,11,2019,9/11/2019,0,1,345000
4877045,0,305766,305766,2,1213,9,18,2020,9/18/2020,0,1,479900
3786378,552484,121316,673800,3,1820,5,31,2018,5/31/2018,1,0,725000
5912817,0,190035,190035,2,1260,2,5,2019,2/5/2019,0,1,239000
4574221,67032,7273,74305,1,1590,4,5,2019,4/5/2019,0,1,90000
3809653,93150,28193,121343,2,248,3,20,2017,3/20/2017,1,1,98000
3810937,89100,111228,200328,2,1232,7,20,2020,7/20/2020,1,1,285000
3810937,89100,111228,200328,2,1232,12,19,2019,12/19/2019,1,1,235000
6611173,0,197348,197348,2,1389,6,23,2018,6/23/2018,0,1,225000
3218591,14113,92315,106428,2,1104,7,19,2019,7/19/2019,0,1,143000
3218621,515000,339106,854106,2,638,7,30,2020,7/30/2020,0,1,875000
3218639,254684,155702,410386,,,2,12,2020,2/12/2020,0,1,695000
6894990,0,186500,186500,2,1389,9,14,2018,9/14/2018,0,1,217000
6128031,0,185394,185394,2,1409,6,14,2017,6/14/2017,0,1,218000
4876693,0,245708,245708,1,1077,6,13,2019,6/13/2019,0,1,314900
3908228,18000,106720,124720,2,1140,4,25,2017,4/25/2017,1,0,140000
6128031,0,185394,185394,2,1409,7,28,2020,7/28/2020,0,1,245000
3912772,36000,179638,215638,3,1719,6,11,2020,6/11/2020,1,0,238900
6562865,0,256058,256058,3,1771,3,5,2018,3/5/2018,0,1,305000
6895163,0,248640,248640,3,1768,12,10,2020,12/10/2020,0,1,380000
8008036,37000,0,37000,4,2898,8,24,2020,8/24/2020,0,1,329900
8008037,37000,0,37000,4,2165,7,2,2020,7/2/2020,0,1,304600
8008038,37000,0,37000,4,3158,8,11,2020,8/11/2020,0,1,328100
2121041,38000,161580,199580,3,1597,5,24,2018,5/24/2018,0,1,245000
6811610,0,203400,203400,3,1601,1,16,2017,1/16/2017,0,1,220000
6811601,0,186500,186500,2,1389,8,14,2020,8/14/2020,0,1,257500
7167905,0,207030,207030,2,1389,2,10,2020,2/10/2020,0,1,264000
8008238,30000,0,30000,4,2292,5,29,2020,5/29/2020,0,1,278500
8008239,30000,0,30000,4,1867,10,30,2020,10/30/2020,0,1,261500
8008240,30000,0,30000,4,1867,6,29,2020,6/29/2020,0,1,250000
8008241,30000,0,30000,4,2073,7,15,2020,7/15/2020,0,1,267000
8008242,30000,0,30000,4,1867,6,25,2020,6/25/2020,0,1,260000
7167972,0,213060,213060,2,1389,9,30,2020,9/30/2020,0,1,315000
7943727,0,348320,348320,3,1773,5,4,2018,5/4/2018,0,1,410000
4558918,31500,191247,222747,3,2223,9,17,2018,9/17/2018,1,0,245000
7943662,0,245072,245072,2,1384,2,28,2018,2/28/2018,0,1,285000
8008316,155000,0,155000,,,5,14,2020,5/14/2020,0,1,174900
8008316,155000,0,155000,,,8,21,2020,8/21/2020,0,1,184000
8008329,155000,0,155000,,,4,3,2020,4/3/2020,0,1,177900
8008332,155000,0,155000,,,12,9,2020,12/9/2020,0,1,208000
8008332,155000,0,155000,,,12,9,2019,12/9/2019,0,1,175900
8008338,21200,0,21200,,,3,20,2017,3/20/2017,0,1,98000
2079886,44755,181059,225814,4,2144,8,11,2017,8/11/2017,0,1,275900
6082464,0,243434,243434,3,1698,9,4,2020,9/4/2020,0,1,320000
8001261,30238,186359,216597,3,1867,12,28,2018,12/28/2018,0,0,251500
8001262,30238,176212,206450,3,1711,1,8,2019,1/8/2019,0,0,231300
6895210,0,208880,208880,2,1389,7,10,2017,7/10/2017,0,1,240000
6611343,0,229336,229336,3,1601,11,16,2018,11/16/2018,0,1,280000
6611343,0,229336,229336,3,1601,12,17,2020,12/17/2020,0,1,310000
5757838,20200,81282,101482,2,975,3,30,2018,3/30/2018,0,1,97500
5757773,20200,81899,102099,2,975,2,1,2017,2/1/2017,0,1,75000
6319812,0,278880,278880,3,1768,4,26,2019,4/26/2019,0,1,310000
5492052,0,169200,169200,2,876,10,9,2019,10/9/2019,0,1,199000
4753001,14800,130723,145523,2,1095,7,5,2017,7/5/2017,1,0,145000
4753419,28000,169802,197802,3,1426,12,8,2017,12/8/2017,1,0,202000
7943531,0,260000,260000,3,1602,8,29,2018,8/29/2018,0,1,305000
6403163,0,250200,250200,3,1771,8,19,2020,8/19/2020,0,1,312500
5649709,115375,491188,606563,3,4144,5,26,2017,5/26/2017,0,1,730000
4975721,46318,178280,224598,3,1593,8,23,2017,8/23/2017,1,1,267000
6259178,0,229336,229336,3,1601,1,31,2018,1/31/2018,0,1,269000
6642834,21500,142578,164078,2,1353,6,20,2018,6/20/2018,0,1,200000
4802789,26260,239577,265837,3,2020,2,9,2017,2/9/2017,1,0,234000
7695103,0,273774,273774,3,1602,9,25,2017,9/25/2017,0,1,322000
6611459,0,292640,292640,3,2020,7,22,2019,7/22/2019,0,1,400500
4813373,29500,232147,261647,3,2387,3,24,2017,3/24/2017,1,0,263500
5087760,53580,3315,56895,,,10,20,2020,10/20/2020,1,1,57500
6611467,0,243434,243434,3,1698,9,22,2017,9/22/2017,0,1,275000
8009041,4470,0,4470,,,9,29,2020,9/29/2020,0,1,95000
8009044,4470,0,4470,,,4,21,2020,4/21/2020,0,1,85000
8009046,4470,0,4470,,,11,13,2020,11/13/2020,0,1,85000
8009073,4470,0,4470,,,7,14,2020,7/14/2020,0,1,70000
8009076,4470,0,4470,,,12,4,2020,12/4/2020,0,1,80000
6916691,14800,173964,188764,3,1438,9,14,2020,9/14/2020,0,1,243000
6920371,26000,161759,187759,3,1695,4,24,2018,4/24/2018,0,1,195000
2030879,18600,74867,93467,2,1102,8,31,2018,8/31/2018,0,1,129900
2030810,18600,74867,93467,2,1102,4,23,2017,4/23/2017,0,1,120000
2030810,18600,74867,93467,2,1102,4,3,2020,4/3/2020,0,1,105000
2030801,19100,80873,99973,2,1178,11,7,2018,11/7/2018,0,1,135000
2963646,37200,92776,129976,2,1216,5,8,2019,5/8/2019,0,1,203000
2963646,37200,92776,129976,2,1216,10,30,2020,10/30/2020,0,1,218000
7814196,32000,190132,222132,3,1695,4,5,2018,4/5/2018,0,1,240700
2963611,28960,92776,121736,2,1216,2,25,2020,2/25/2020,0,1,174000
2950366,24500,88727,113227,2,1214,3,27,2019,3/27/2019,0,1,169000
2950714,23500,81167,104667,2,1252,5,22,2020,5/22/2020,0,1,125000
2950609,24500,87747,112247,2,1214,11,15,2019,11/15/2019,0,1,107500
2951141,23500,82373,105873,2,1252,10,31,2020,10/31/2020,0,1,136000
3826434,0,341153,341153,2,1003,7,31,2020,7/31/2020,0,1,425000
3859910,0,245448,245448,0,1033,11,6,2020,11/6/2020,0,1,355000
4815422,0,829150,829150,3,1908,1,29,2019,1/29/2019,0,1,975000
2943181,35500,307258,342758,4,3712,11,26,2018,11/26/2018,0,1,425000
4815635,0,827138,827138,3,1908,9,12,2019,9/12/2019,0,1,835000
4815571,0,521613,521613,2,1348,7,23,2020,7/23/2020,0,1,458000
2075724,17850,158649,176499,3,1810,9,30,2020,9/30/2020,0,1,240000
2140518,25000,275954,300954,3,3032,9,1,2020,9/1/2020,0,1,379900
3309138,19008,62492,81500,2,936,4,28,2020,4/28/2020,0,1,129000
3313968,14904,119211,134115,3,1356,6,5,2020,6/5/2020,0,1,173000
3314395,53675,302387,356062,4,2693,5,5,2017,5/5/2017,0,1,400000
3314395,53675,302387,356062,4,2693,12,20,2018,12/20/2018,0,1,423500
3317700,21858,84157,106015,2,1104,7,10,2020,7/10/2020,0,1,215000
3318277,156000,0,156000,,,10,17,2019,10/17/2019,0,1,200000
3318277,156000,0,156000,,,2,6,2018,2/6/2018,0,1,183000
3316622,140125,316761,456886,3,3147,7,3,2019,7/3/2019,1,1,480000
3317858,96800,66730,163530,2,1068,9,3,2020,9/3/2020,1,1,207000
3318137,112237,166693,278930,3,1576,10,16,2019,10/16/2019,1,1,351500
7842645,12000,136031,148031,3,1098,4,26,2017,4/26/2017,0,1,152200
6392480,48875,178615,227490,3,2047,7,15,2020,7/15/2020,0,1,293000
2256648,12499,125238,137737,3,1414,11,30,2020,11/30/2020,0,1,220000
2944358,34850,163951,198801,3,2050,9,9,2020,9/9/2020,1,1,235000
6927081,28603,113026,141629,3,1148,12,4,2019,12/4/2019,0,1,170000
6927626,8820,167364,176184,3,1402,4,17,2019,4/17/2019,0,1,201500
3323882,58220,253156,311376,3,2557,7,21,2017,7/21/2017,0,1,423500
3324404,70930,272389,343319,4,2675,9,15,2017,9/15/2017,0,1,400000
3324404,70930,272389,343319,4,2675,2,13,2020,2/13/2020,0,1,435000
3324544,60295,272014,332309,5,2891,12,10,2018,12/10/2018,0,1,379000
3324561,51660,142788,194448,3,2000,11,13,2020,11/13/2020,0,1,252900
3324846,43870,207159,251029,3,2086,3,29,2019,3/29/2019,0,1,315000
3324854,58220,310679,368899,4,2638,1,22,2019,1/22/2019,0,1,450000
3324951,51250,185364,236614,4,1844,2,8,2017,2/8/2017,0,1,290000
3325044,66010,205468,271478,3,2544,6,28,2019,6/28/2019,0,1,337500
3325125,50430,203012,253442,3,2232,9,29,2020,9/29/2020,0,1,380000
3325184,78750,284112,362862,3,2874,5,23,2018,5/23/2018,1,1,457500
3325494,51000,224054,275054,3,2092,5,1,2017,5/1/2017,0,1,285000
3325516,51000,168744,219744,3,1741,6,29,2018,6/29/2018,0,1,237500
3325541,51000,186886,237886,3,1982,2,8,2019,2/8/2019,0,1,270000
3325621,56000,283672,339672,3,2644,12,18,2018,12/18/2018,0,1,390000
3325699,56000,169329,225329,3,1729,1,17,2018,1/17/2018,0,1,274900
3325818,56000,115068,171068,3,1778,6,6,2019,6/6/2019,0,1,200000
3326156,127140,179198,306338,4,1988,5,30,2019,5/30/2019,0,1,400000
3326539,30000,17322,47322,2,792,11,16,2017,11/16/2017,0,1,56000
3328451,52000,155841,207841,2,840,11,2,2018,11/2/2018,0,1,175000
3326172,386820,83216,470036,,,5,11,2018,5/11/2018,1,1,485000
3328876,120250,185760,306010,3,2000,6,12,2019,6/12/2019,0,1,359200
3329082,56500,155728,212228,3,1708,2,26,2019,2/26/2019,0,1,249000
3329082,56500,155728,212228,3,1708,8,13,2020,8/13/2020,0,1,314900
3329082,56500,155728,212228,3,1708,2,25,2020,2/25/2020,0,1,285000
3329601,51875,176242,228117,3,2072,12,10,2018,12/10/2018,0,1,305000
3329830,103840,0,103840,,,6,1,2018,6/1/2018,0,1,135000
3329872,64210,416717,480927,3,3045,6,24,2019,6/24/2019,1,1,625000
3336658,183750,150030,333780,2,792,3,2,2020,3/2/2020,0,1,299900
3336712,90000,86314,176314,3,2040,4,24,2017,4/24/2017,0,1,148000
3343166,25480,144435,169915,3,1680,9,24,2020,9/24/2020,0,1,240000
3343409,29462,191086,220548,3,1458,12,15,2017,12/15/2017,0,1,373000
3345193,45000,54741,99741,3,952,4,8,2019,4/8/2019,0,1,130000
3336500,134500,61600,196100,2,1032,8,26,2019,8/26/2019,1,1,230000
3343603,14437,152696,167133,3,1380,4,20,2017,4/20/2017,1,1,226000
3033451,21000,64483,85483,2,930,4,23,2020,4/23/2020,0,1,113000
3033434,21000,63578,84578,2,930,10,24,2017,10/24/2017,0,1,88000
3357108,48000,0,48000,,,12,7,2020,12/7/2020,0,1,54000
3357132,201752,0,201752,,,7,18,2017,7/18/2017,1,1,245000
3358821,28350,0,28350,,,6,28,2019,6/28/2019,0,1,30000
3358848,16538,0,16538,,,11,17,2017,11/17/2017,0,1,19800
3358961,28350,0,28350,,,3,24,2017,3/24/2017,0,1,23000
3359216,21263,187137,208400,3,1654,3,15,2018,3/15/2018,0,1,252500
3358813,40163,217724,257887,3,1852,2,21,2017,2/21/2017,1,1,280000
3358996,16538,0,16538,,,5,18,2019,5/18/2019,1,1,18000
3359151,54338,0,54338,,,8,24,2018,8/24/2018,1,1,65000
4910476,14500,127533,142033,2,1295,6,20,2017,6/20/2017,1,0,145000
3359666,33075,0,33075,,,7,24,2020,7/24/2020,0,1,28000
3363094,77568,90917,168485,2,1504,1,27,2020,1/27/2020,0,1,200000
3362152,24000,194074,218074,3,1646,5,11,2017,5/11/2017,1,1,250000
3366026,185000,0,185000,,,9,2,2020,9/2/2020,0,1,400000
3366476,5000,0,5000,,,4,22,2020,4/22/2020,0,1,9000
3367049,19877,111830,131707,3,984,12,6,2018,12/6/2018,0,1,140000
3372964,171402,10285,181687,,,10,4,2018,10/4/2018,0,1,175000
3373367,108503,0,108503,,,8,18,2017,8/18/2017,0,1,130000
3373375,92000,161928,253928,3,1608,6,8,2017,6/8/2017,1,1,94000
3376021,92000,1928,93928,,,7,28,2017,7/28/2017,1,1,112500
3376404,202195,67437,269632,2,540,3,29,2019,3/29/2019,1,1,350000
3375327,82500,0,82500,,,3,12,2019,3/12/2019,0,1,98000
3376633,40090,162475,202565,2,1685,7,14,2017,7/14/2017,1,1,59000
3375793,150000,210481,360481,3,1692,12,18,2017,12/18/2017,1,1,370000
3377516,40859,121379,162238,2,1408,5,26,2017,5/26/2017,0,1,190000
6955395,25455,263330,288785,3,1995,3,28,2017,3/28/2017,0,1,317500
3809742,27000,181223,208223,3,2052,8,28,2017,8/28/2017,0,1,225000
2010941,41000,206914,247914,2,1530,8,2,2017,8/2/2017,0,1,50000
2010959,69000,175299,244299,3,1924,4,10,2019,4/10/2019,0,1,305000
2011360,69000,12788,81788,,,1,31,2019,1/31/2019,0,1,127000
2034726,91435,0,91435,,,3,12,2020,3/12/2020,0,1,230000
2035374,59040,160093,219133,3,1584,2,22,2019,2/22/2019,0,1,255000
2036273,105140,0,105140,,,10,9,2019,10/9/2019,0,1,45000
8002147,21750,195257,217007,3,1753,11,9,2019,11/9/2019,1,0,258500
2036435,44650,14940,59590,2,920,2,14,2019,2/14/2019,0,1,75000
2037008,30590,68287,98877,2,980,8,29,2017,8/29/2017,0,1,102500
2037318,38285,0,38285,,,6,26,2017,6/26/2017,0,1,45000
2037598,33000,16831,49831,1,963,6,28,2018,6/28/2018,0,1,45000
2040301,98753,126994,225747,3,1448,3,14,2017,3/14/2017,0,1,225000
2041471,51063,84652,135715,3,1716,9,11,2020,9/11/2020,0,1,169900
2042044,16835,25218,42053,2,676,9,26,2019,9/26/2019,0,1,50200
2042273,10350,0,10350,,,8,21,2020,8/21/2020,0,1,14000
2046201,15950,94295,110245,2,1104,2,2,2017,2/2/2017,0,1,123000
2046538,6600,0,6600,,,4,2,2020,4/2/2020,0,1,11000
2046848,11000,137361,148361,3,1322,1,31,2019,1/31/2019,0,1,160100
2046961,15215,118146,133361,3,1156,6,27,2018,6/27/2018,0,1,174900
2046961,15215,118146,133361,3,1156,12,8,2017,12/8/2017,0,1,110000
2047054,12100,154077,166177,3,1438,4,18,2018,4/18/2018,0,1,12000
3120710,33773,165529,199302,3,2146,12,31,2019,12/31/2019,0,1,272000
2047097,9900,151333,161233,3,1438,6,6,2019,6/6/2019,0,1,191700
2047151,10560,112904,123464,4,1512,12,21,2018,12/21/2018,0,1,143000
2047208,15140,61957,77097,2,888,11,15,2017,11/15/2017,0,1,89900
2047232,10005,101538,111543,3,1040,7,7,2017,7/7/2017,0,1,135000
4961470,50000,131601,181601,3,1608,1,3,2020,1/3/2020,1,0,252000
2047267,12947,141055,154002,3,1643,11,17,2017,11/17/2017,0,1,185000
2047321,19166,70889,90055,2,805,2,5,2017,2/5/2017,0,1,103000
2047348,13090,0,13090,,,1,29,2018,1/29/2018,0,1,12500
2047518,10593,41679,52272,2,660,10,31,2017,10/31/2017,0,1,62500
2047917,23338,88903,112241,,,6,5,2020,6/5/2020,0,1,250000
2048034,12777,165204,177981,4,1458,2,11,2019,2/11/2019,0,1,204000
2048034,12777,165204,177981,4,1458,11,21,2017,11/21/2017,0,1,93000
2048263,16910,37476,54386,3,964,8,25,2020,8/25/2020,0,1,120000
2048387,36476,496,36972,,,6,25,2020,6/25/2020,0,1,100000
2049197,10350,80951,91301,3,1108,10,18,2018,10/18/2018,0,1,110000
2049553,18009,125360,143369,3,1467,5,9,2018,5/9/2018,0,1,139000
2049693,99360,81688,181048,1,832,8,11,2017,8/11/2017,0,1,189900
2050209,10454,72568,83022,2,672,11,27,2019,11/27/2019,0,1,127000
2050438,19730,88305,108035,2,690,4,14,2020,4/14/2020,0,1,150000
2050446,20785,87837,108622,3,891,6,25,2018,6/25/2018,0,1,138000
4980059,144000,482734,626734,,,4,15,2020,4/15/2020,1,0,840000
2050501,17069,0,17069,,,6,1,2020,6/1/2020,0,1,30000
2050543,71610,99007,170617,2,1625,5,16,2018,5/16/2018,0,1,238000
3460782,179798,58331,238129,1,1200,8,25,2020,8/25/2020,0,1,275000
3463234,62225,123599,185824,3,867,11,3,2018,11/3/2018,0,1,240000
3463366,65697,84241,149938,3,1156,8,26,2020,8/26/2020,0,1,222000
3463374,65697,104960,170657,2,1000,9,11,2019,9/11/2019,0,1,200000
2952148,60000,107154,167154,2,1144,7,30,2018,7/30/2018,0,1,205000
3463684,101198,77771,178969,2,1308,10,26,2020,10/26/2020,0,1,230000
2051248,12813,102850,115663,2,1290,7,21,2020,7/21/2020,0,1,249300
4984704,47114,174878,221992,3,1521,7,19,2019,7/19/2019,1,0,255000
2051337,36577,113150,149727,3,1696,3,19,2020,3/19/2020,0,1,210000
2051493,31000,82685,113685,3,2112,10,5,2018,10/5/2018,0,1,110000
2051655,30493,189780,220273,3,2270,3,13,2017,3/13/2017,0,1,205000
2051710,12480,175623,188103,3,1510,2,2,2018,2/2/2018,0,1,185000
2051744,12480,133377,145857,3,1399,10,24,2019,10/24/2019,0,1,182000
2051752,12480,148550,161030,2,1490,8,29,2019,8/29/2019,0,1,150000
4984275,69993,128488,198481,3,1400,3,31,2020,3/31/2020,1,1,335000
2052040,16000,94667,110667,4,1344,12,14,2020,12/14/2020,0,1,196000
2052082,24800,83500,108300,3,1394,7,14,2017,7/14/2017,0,1,95000
2052139,16000,138172,154172,3,1573,3,13,2018,3/13/2018,0,1,153000
2052139,16000,138172,154172,3,1573,10,23,2020,10/23/2020,0,1,203000
2052198,16000,191534,207534,3,2297,7,3,2018,7/3/2018,0,1,280000
2052325,16000,122527,138527,3,1500,4,11,2019,4/11/2019,0,1,168000
2052376,37278,115952,153230,2,1458,10,16,2019,10/16/2019,0,1,175000
2052601,95950,0,95950,,,10,1,2019,10/1/2019,0,1,110000
2052660,106400,169433,275833,3,1851,10,30,2019,10/30/2019,0,1,329000
2052767,64625,45977,110602,3,2628,3,9,2018,3/9/2018,0,1,365000
2052767,64625,45977,110602,3,2628,5,28,2020,5/28/2020,0,1,155000
2052821,64625,198657,263282,4,2320,4,24,2020,4/24/2020,0,1,350000
2052872,48000,197827,245827,3,1530,6,27,2018,6/27/2018,0,1,286000
3464958,83447,113582,197029,2,937,4,25,2019,4/25/2019,0,1,219000
3465016,92617,112487,205104,2,1526,8,21,2020,8/21/2020,0,1,305000
2956429,80000,146371,226371,3,1351,8,1,2019,8/1/2019,0,1,267000
2053763,60102,125511,185613,3,1504,7,7,2017,7/7/2017,0,1,255000
2053763,60102,125511,185613,3,1504,4,10,2020,4/10/2020,0,1,282000
2053780,45900,370962,416862,5,2976,6,25,2018,6/25/2018,0,1,415000
2053941,17820,141297,159117,2,1680,9,19,2019,9/19/2019,0,1,186500
2054131,11696,143275,154971,3,1565,11,15,2017,11/15/2017,0,1,175000
5008631,22000,144187,166187,3,1504,12,16,2020,12/16/2020,1,0,243500
2054158,11696,176287,187983,1,880,7,7,2017,7/7/2017,0,1,186000
2054212,84480,346977,431457,3,2080,10,29,2019,10/29/2019,0,1,415000
2054344,84600,80001,164601,1,1084,1,28,2020,1/28/2020,0,1,215000
2054379,59400,182761,242161,3,2556,9,4,2020,9/4/2020,0,1,420000
2054671,36750,247396,284146,3,2184,5,8,2018,5/8/2018,0,1,275000
2054808,45540,445,45985,,,3,16,2020,3/16/2020,0,1,62000
2054816,41310,201365,242675,3,2239,7,18,2017,7/18/2017,0,1,55000
2054905,121176,157708,278884,3,2390,11,20,2020,11/20/2020,0,1,450000
2055359,69795,94157,163952,3,1275,8,20,2019,8/20/2019,0,1,170100
2055367,62299,157391,219690,3,1842,10,9,2020,10/9/2020,0,1,382000
2055413,38500,223203,261703,3,1926,8,2,2019,8/2/2019,0,1,350000
2055448,77550,154505,232055,3,1826,3,14,2017,3/14/2017,0,1,285000
2056258,14767,148027,162794,3,1288,9,22,2017,9/22/2017,0,1,230000
2056355,45430,198432,243862,4,2782,6,7,2019,6/7/2019,0,1,285000
2056398,42750,188275,231025,3,1949,8,16,2019,8/16/2019,0,1,275000
2056410,71610,238577,310187,4,2199,5,31,2018,5/31/2018,0,1,327900
2056452,47700,305256,352956,4,3282,5,1,2020,5/1/2020,0,1,505000
2056479,27000,224680,251680,5,2743,11,3,2017,11/3/2017,0,1,210000
2056606,31500,204340,235840,4,2560,10,25,2017,10/25/2017,0,1,285000
2959720,79556,138719,218275,2,1365,2,14,2020,2/14/2020,0,1,252000
2056622,49665,177141,226806,1,400,11,8,2017,11/8/2017,0,1,242000
2056673,16380,117232,133612,3,1322,11,15,2017,11/15/2017,0,1,149000
2056673,16380,117232,133612,3,1322,9,8,2020,9/8/2020,0,1,210000
5031772,18700,155426,174126,3,1750,12,17,2020,12/17/2020,1,0,216900
2057165,17531,130266,147797,3,1440,12,11,2017,12/11/2017,0,1,169000
2057173,12750,116654,129404,3,1284,11,6,2020,11/6/2020,0,1,195000
2057173,12750,116654,129404,3,1284,4,25,2017,4/25/2017,0,1,130000
2057220,27625,116872,144497,2,1646,3,30,2020,3/30/2020,0,1,205000
2057238,17000,109058,126058,3,1132,1,5,2018,1/5/2018,0,1,140000
2057297,17000,129875,146875,3,1547,12,15,2017,12/15/2017,0,1,175000
2162694,7875,0,7875,3,1533,4,16,2020,4/16/2020,0,1,215000
2057424,17000,145867,162867,3,1488,12,19,2019,12/19/2019,0,1,184900
2057491,15300,0,15300,3,2077,8,2,2019,8/2/2019,0,1,18000
2057548,17000,125272,142272,3,1344,12,4,2020,12/4/2020,0,1,215000
2057556,17000,119682,136682,3,1190,11,1,2019,11/1/2019,0,1,164900
3916662,15300,0,15300,,,2,18,2020,2/18/2020,0,1,25000
3916701,34000,207007,241007,3,1774,3,7,2017,3/7/2017,0,1,323000
2057602,17000,130654,147654,3,1285,12,8,2017,12/8/2017,0,1,170000
2057661,17000,113184,130184,3,1290,10,13,2020,10/13/2020,0,1,199000
2057661,17000,113184,130184,3,1290,5,17,2017,5/17/2017,0,1,155000
2057688,17000,116341,133341,3,1232,1,14,2020,1/14/2020,0,1,210000
2057696,21250,128789,150039,3,1302,6,25,2020,6/25/2020,0,1,240000
2057726,17000,107111,124111,3,1092,9,12,2018,9/12/2018,0,1,121000
2057734,17000,135674,152674,3,1560,12,18,2017,12/18/2017,0,1,170000
2057751,22600,162952,185552,4,1758,8,31,2018,8/31/2018,0,1,239000
2057858,15938,150480,166418,3,1513,7,11,2019,7/11/2019,0,1,175000
2057939,12600,121419,134019,3,1106,12,23,2020,12/23/2020,0,1,195000
2057971,15750,178956,194706,3,1524,3,31,2017,3/31/2017,0,1,12500
2057971,15750,178956,194706,3,1524,4,13,2018,4/13/2018,0,1,227000
2058391,13500,70968,84468,2,896,2,22,2017,2/22/2017,0,1,83000
2058552,48200,247529,295729,3,2092,3,17,2017,3/17/2017,0,1,324000
2058633,36480,189255,225735,3,2038,3,26,2019,3/26/2019,0,1,265000
2058706,57962,119040,177002,3,1512,6,15,2017,6/15/2017,0,1,180000
2058722,13500,142251,155751,4,1629,5,2,2018,5/2/2018,0,1,172300
2058862,15000,223051,238051,3,1669,10,31,2019,10/31/2019,0,1,250000
2058871,18000,211093,229093,3,2690,6,29,2017,6/29/2017,0,1,262900
2059028,17150,120824,137974,4,1251,6,9,2017,6/9/2017,0,1,165000
2059117,60000,273116,333116,4,2533,5,11,2017,5/11/2017,0,1,70000
2059192,60000,347971,407971,4,2560,2,14,2017,2/14/2017,0,1,339000
2059249,60000,176831,236831,4,1928,5,8,2020,5/8/2020,0,1,317300
2059320,57312,219842,277154,3,2524,12,20,2019,12/20/2019,0,1,290000
2059451,66800,193750,260550,4,1592,3,16,2017,3/16/2017,0,1,245000
2059711,36100,153078,189178,3,1792,10,31,2019,10/31/2019,0,1,290000
2974346,67990,166627,234617,2,1496,12,14,2018,12/14/2018,0,1,180000
2059907,46800,142048,188848,3,1896,10,24,2019,10/24/2019,0,1,250000
2060000,23790,203306,227096,3,2552,8,25,2017,8/25/2017,0,1,203000
2060051,23790,142963,166753,3,1326,8,23,2019,8/23/2019,0,1,235000
2060077,23790,193252,217042,5,1858,4,28,2017,4/28/2017,0,1,236000
2060760,30420,166873,197293,3,1829,7,5,2017,7/5/2017,0,1,215000
2060760,30420,166873,197293,3,1829,10,27,2020,10/27/2020,0,1,270000
7233649,40700,250297,290997,4,2892,12,17,2018,12/17/2018,0,1,295000
2975164,68160,227297,295457,3,1830,10,9,2019,10/9/2019,0,1,320000
2060824,43500,198264,241764,3,1812,7,17,2018,7/17/2018,0,1,255000
2060841,43500,170001,213501,3,1456,8,23,2019,8/23/2019,0,1,255000
2060964,38500,159553,198053,2,2494,8,27,2019,8/27/2019,0,1,225000
2060981,40194,168400,208594,3,2114,6,24,2019,6/24/2019,0,1,282900
2061031,44400,159756,204156,3,1976,6,23,2017,6/23/2017,0,1,187000
5087000,22275,170135,192410,3,1654,1,16,2018,1/16/2018,1,0,210000
5087018,22275,167235,189510,3,1478,2,12,2018,2/12/2018,1,0,228500
