parid,aprland,aprbldg,aprtot,rmbed,sfla,sale_month,sale_day,sale_year,sale_date,water_front,vegetation_front,price
7938286,35000,228054,263054,2,1681,9,12,2018,9/12/2018,0,0,327600
7939843,35000,247544,282544,2,1922,6,13,2018,6/13/2018,0,0,296600
6485623,37000,246972,283972,4,3019,4,22,2020,4/22/2020,1,0,310000
6530017,70000,258104,328104,3,2773,2,14,2018,2/14/2018,1,0,379000
8004877,37000,209671,246671,2,1651,6,17,2020,6/17/2020,0,0,270000
8004878,37000,195953,232953,2,1512,2,3,2020,2/3/2020,0,0,273600
8004879,37000,0,37000,2,1507,12,10,2020,12/10/2020,0,0,294200
8004894,37000,0,37000,2,1649,2,5,2020,2/5/2020,0,0,286400
8004895,37000,213505,250505,2,1651,11,18,2019,11/18/2019,0,0,261700
8004896,37000,197814,234814,2,1512,9,24,2019,9/24/2019,0,0,254500
6263507,0,373635,373635,3,2215,9,17,2018,9/17/2018,0,0,455000
8004897,37000,197067,234067,2,1507,9,27,2019,9/27/2019,0,0,259300
8004898,37000,195834,232834,2,1510,10,2,2019,10/2/2019,0,0,250800
8004899,37000,197067,234067,2,1507,9,24,2019,9/24/2019,0,0,239100
8004900,37000,235353,272353,2,1928,2,26,2020,2/26/2020,0,0,338300
7076721,45000,162320,207320,3,1760,10,2,2020,10/2/2020,1,0,255000
8004901,37000,0,37000,3,2191,11,13,2020,11/13/2020,0,0,357700
8004902,37000,239116,276116,2,1839,12,16,2019,12/16/2019,0,0,327700
8004903,37000,267803,304803,3,2185,4,9,2020,4/9/2020,0,0,346100
8004883,37000,0,37000,2,1216,8,18,2020,8/18/2020,0,1,260000
4909249,18500,165605,184105,3,2159,6,21,2019,6/21/2019,0,1,215000
4909311,29500,223746,253246,3,2725,3,3,2017,3/3/2017,0,1,250000
4910697,14500,117008,131508,2,1200,7,8,2020,7/8/2020,0,0,170000
4910727,14500,129565,144065,2,1200,6,30,2020,6/30/2020,0,0,169000
4909371,18500,260804,279304,3,3290,6,27,2018,6/27/2018,0,1,309000
4909532,29000,286487,315487,4,2887,10,10,2018,10/10/2018,0,1,328000
4909591,29000,197890,226890,3,2277,11,7,2018,11/7/2018,0,1,231500
4909648,32500,429276,461776,4,3534,3,31,2017,3/31/2017,0,1,510000
8004920,200340,0,200340,,,2,25,2019,2/25/2019,0,1,212500
8004905,37000,251607,288607,3,2041,12,5,2019,12/5/2019,0,0,334500
8004906,37000,0,37000,2,1840,5,7,2020,5/7/2020,0,0,300300
4910263,14500,129398,143898,2,1311,4,14,2017,4/14/2017,0,0,149621
4910301,14500,128111,142611,2,1303,10,18,2019,10/18/2019,0,0,165000
4910336,14500,118077,132577,2,1415,7,1,2020,7/1/2020,0,0,170100
4910336,14500,118077,132577,2,1415,4,19,2019,4/19/2019,0,0,158000
4910735,14500,120174,134674,2,1200,4,23,2018,4/23/2018,0,0,140000
4910824,14500,118585,133085,2,1218,4,16,2018,4/16/2018,0,0,143000
4910832,17400,117221,134621,2,1218,4,27,2017,4/27/2017,0,0,140000
4910891,14500,114682,129182,2,1245,2,11,2020,2/11/2020,0,0,162000
4910891,14500,114682,129182,2,1245,2,21,2017,2/21/2017,0,0,122000
4910905,14500,121793,136293,2,1256,8,15,2018,8/15/2018,0,0,145000
6722293,125400,427657,553057,3,2624,6,11,2020,6/11/2020,1,0,765000
8004948,7843,259409,267252,3,2120,11,15,2019,11/15/2019,0,0,380600
8004952,7843,262724,270567,4,2278,8,27,2020,8/27/2020,0,0,385200
4911723,248850,371701,620551,5,2842,6,5,2020,6/5/2020,0,1,565000
4911740,237000,405373,642373,3,2268,3,13,2020,3/13/2020,0,1,765000
4911821,60000,185480,245480,3,1978,3,8,2019,3/8/2019,0,1,287000
8004958,7843,0,7843,4,2265,8,30,2020,8/30/2020,0,0,393000
8004965,7843,0,7843,,,12,23,2020,12/23/2020,0,0,358200
8004967,7843,0,7843,4,1666,8,21,2020,8/21/2020,0,0,305000
8004969,7843,0,7843,3,1716,11,24,2020,11/24/2020,0,0,315000
8004977,7843,0,7843,,,9,28,2020,9/28/2020,0,0,400000
8005016,7843,385476,393319,4,3614,12,20,2019,12/20/2019,0,0,548200
8005017,7843,0,7843,,,12,23,2020,12/23/2020,0,0,473800
8005023,7843,0,7843,,,12,21,2020,12/21/2020,0,0,368400
8005025,7843,0,7843,3,1758,12,31,2020,12/31/2020,0,0,357200
8005026,7843,0,7843,4,2250,2,18,2020,2/18/2020,0,0,377400
8005027,7843,283245,291088,4,2214,11,27,2019,11/27/2019,0,0,407000
8005028,7843,324516,332359,4,3051,12,31,2019,12/31/2019,0,0,407300
8005029,7843,328738,336581,4,3150,12,20,2019,12/20/2019,0,0,450800
8005033,7843,315442,323285,5,3126,12,18,2019,12/18/2019,0,0,459600
8005040,7843,0,7843,3,2210,3,31,2020,3/31/2020,0,0,454000
8005042,7843,0,7843,3,2014,11,25,2020,11/25/2020,0,0,330600
4912649,260700,607583,868283,4,3549,5,12,2017,5/12/2017,0,1,925000
4912738,248850,712620,961470,4,3013,5,1,2018,5/1/2018,0,1,1237500
8002167,28000,194540,222540,4,1806,9,30,2019,9/30/2019,0,0,254000
7940493,44000,231659,275659,2,1848,8,16,2018,8/16/2018,0,0,288200
7940507,44000,204002,248002,2,1563,7,20,2018,7/20/2018,0,0,244700
7940515,30000,221452,251452,2,1778,7,26,2018,7/26/2018,0,0,269000
7940515,30000,221452,251452,2,1778,12,30,2019,12/30/2019,0,0,360000
7940523,30000,201606,231606,2,1509,8,17,2018,8/17/2018,0,0,295200
7940531,30000,228147,258147,2,1771,8,16,2019,8/16/2019,0,0,305000
7940531,30000,228147,258147,2,1771,8,3,2018,8/3/2018,0,0,282400
7940540,30000,203022,233022,2,1606,10,10,2018,10/10/2018,0,0,274900
7940655,44000,202484,246484,2,1563,3,22,2018,3/22/2018,0,0,262900
7940663,44000,230140,274140,2,1848,5,17,2018,5/17/2018,0,0,315700
8005048,7843,260694,268537,3,2250,11,6,2019,11/6/2019,0,0,322443
8005049,7843,0,7843,4,2019,10,19,2020,10/19/2020,0,0,322000
8005051,7843,259480,267323,3,2313,4,9,2020,4/9/2020,0,0,385000
7940698,44000,200021,244021,2,1509,6,4,2018,6/4/2018,0,0,276900
7940701,44000,231659,275659,2,1848,3,14,2018,3/14/2018,0,0,314600
4915451,42071,177184,219255,3,1687,2,5,2018,2/5/2018,0,0,210000
4915591,50330,193149,243479,3,2094,10,5,2017,10/5/2017,0,0,264500
4915664,45936,204179,250115,3,2120,12,20,2017,12/20/2017,0,0,280000
4915788,22000,152763,174763,3,1834,7,5,2019,7/5/2019,0,0,207500
4915842,22000,169164,191164,3,1846,3,22,2018,3/22/2018,0,0,220000
4915931,23100,134869,157969,2,1506,12,11,2020,12/11/2020,0,0,240000
7940710,44000,204002,248002,2,1563,3,21,2018,3/21/2018,0,0,262900
7940728,44000,221452,265452,2,1778,6,8,2018,6/8/2018,0,0,306900
7940736,44000,204002,248002,2,1563,3,19,2018,3/19/2018,0,0,274600
7940736,44000,204002,248002,2,1563,12,4,2019,12/4/2019,0,0,306000
7940744,45000,229029,274029,2,1848,3,5,2018,3/5/2018,0,0,297100
7940752,45000,203022,248022,2,1606,3,27,2018,3/27/2018,0,0,275900
8005052,7843,336559,344402,4,2998,7,12,2019,7/12/2019,0,0,436200
8005053,7843,252423,260266,4,2494,10,27,2020,10/27/2020,0,0,370000
8005054,7843,246070,253913,4,2134,8,28,2020,8/28/2020,0,0,353000
8005055,7843,252080,259923,3,2214,7,19,2019,7/19/2019,0,0,390000
4921508,34170,0,34170,,,4,4,2018,4/4/2018,0,1,39500
8005068,7843,358116,365959,4,3684,12,27,2019,12/27/2019,0,0,501100
8005069,7843,0,7843,4,2436,11,12,2020,11/12/2020,0,0,420400
8005070,7843,0,7843,4,2705,8,18,2020,8/18/2020,0,0,435000
8005076,7843,304473,312316,3,2545,11,8,2019,11/8/2019,0,0,457800
8005077,7843,0,7843,5,2693,4,30,2020,4/30/2020,0,0,475100
8005078,7843,0,7843,5,2680,12,8,2020,12/8/2020,0,0,479900
8005080,7843,249490,257333,3,2008,10,25,2019,10/25/2019,0,0,364700
8005081,7843,0,7843,3,1950,10,30,2020,10/30/2020,0,0,385000
8005082,7843,0,7843,4,2427,7,24,2020,7/24/2020,0,0,423900
8005092,7843,0,7843,5,3622,6,19,2020,6/19/2020,0,0,469300
8005093,7843,0,7843,4,2765,8,28,2020,8/28/2020,0,0,563700
8005094,7843,0,7843,4,2541,11,25,2020,11/25/2020,0,0,486500
8005095,7843,0,7843,,,12,4,2020,12/4/2020,0,0,402900
8005096,7843,280201,288044,4,2299,11,22,2019,11/22/2019,0,0,385600
8005097,7843,293014,300857,4,2247,9,27,2019,9/27/2019,0,0,408700
8005099,7843,0,7843,4,2483,9,25,2020,9/25/2020,0,0,442900
8005103,7843,302178,310021,4,2533,12,13,2019,12/13/2019,0,0,452500
4930566,49078,193609,242687,3,2079,7,10,2020,7/10/2020,0,1,299500
4931201,31200,164960,196160,3,1361,12,10,2018,12/10/2018,0,0,228000
8005104,7843,0,7843,4,3279,5,26,2020,5/26/2020,0,0,490300
8005111,7843,334936,342779,4,3498,12,27,2019,12/27/2019,0,0,460900
8005112,7843,301661,309504,4,2732,10,10,2019,10/10/2019,0,0,436500
8005113,7843,289713,297556,3,2442,9,16,2019,9/16/2019,0,0,395000
8005114,7843,242496,250339,4,1891,8,9,2019,8/9/2019,0,0,365700
8005115,7843,318829,326672,4,2738,11,21,2019,11/21/2019,0,0,414700
8005116,7843,0,7843,4,2588,2,21,2020,2/21/2020,0,0,452700
8005136,7843,0,7843,2,1510,7,16,2020,7/16/2020,0,0,283400
8005137,7843,0,7843,3,2095,10,30,2020,10/30/2020,0,0,303900
8005149,7843,0,7843,3,2095,6,19,2020,6/19/2020,0,0,265000
8005150,7843,221886,229729,3,2095,12,17,2019,12/17/2019,0,0,304100
8005151,7843,190437,198280,2,1510,9,25,2020,9/25/2020,0,0,275800
8005152,7843,188971,196814,2,1510,12,11,2019,12/11/2019,0,0,262900
8005153,7843,221886,229729,3,2095,1,31,2020,1/31/2020,0,0,288800
8005154,7843,221886,229729,3,2095,5,12,2020,5/12/2020,0,0,260000
8005155,7843,190915,198758,2,1510,10,31,2019,10/31/2019,0,0,269400
8005156,7843,0,7843,2,1510,5,27,2020,5/27/2020,0,0,285400
8005167,7843,221886,229729,3,2095,12,12,2019,12/12/2019,0,0,301900
8005253,40000,0,40000,2,1778,2,17,2020,2/17/2020,0,0,306700
4931180,46800,173350,220150,4,1669,5,17,2019,5/17/2019,0,0,265000
4932461,17549,128084,145633,4,1640,2,10,2020,2/10/2020,0,0,190000
8005168,7843,188971,196814,2,1510,10,18,2019,10/18/2019,0,0,275200
8005169,7843,188971,196814,2,1510,9,16,2019,9/16/2019,0,0,267900
8005170,7843,221886,229729,3,2095,9,18,2019,9/18/2019,0,0,285000
8005171,7843,221886,229729,3,2095,9,13,2019,9/13/2019,0,0,306400
8005172,7843,188971,196814,2,1510,9,10,2019,9/10/2019,0,0,260100
8005173,7843,188971,196814,2,1510,9,13,2019,9/13/2019,0,0,261100
8005175,7843,221886,229729,3,2095,9,13,2019,9/13/2019,0,0,290400
8005176,7843,188971,196814,2,1510,9,20,2019,9/20/2019,0,0,258200
8005177,7843,188971,196814,2,1510,9,30,2019,9/30/2019,0,0,254000
8005178,7843,221886,229729,3,2095,5,21,2020,5/21/2020,0,0,265000
8005179,7843,221886,229729,3,2095,9,19,2019,9/19/2019,0,0,290000
8005180,7843,188971,196814,2,1510,9,27,2019,9/27/2019,0,0,265000
8005180,7843,188971,196814,2,1510,1,7,2020,1/7/2020,0,0,249500
8005181,7843,0,7843,2,1510,10,26,2020,10/26/2020,0,0,297100
8005182,7843,0,7843,4,2095,10,27,2020,10/27/2020,0,0,299000
4934430,42000,180385,222385,3,1799,11,4,2020,11/4/2020,0,0,294000
4934464,40000,137821,177821,3,1480,3,12,2020,3/12/2020,0,0,230000
4934821,40000,164947,204947,3,1491,12,6,2019,12/6/2019,0,0,272000
4934821,40000,164947,204947,3,1491,1,14,2019,1/14/2019,0,0,267000
4938125,69759,0,69759,,,12,27,2018,12/27/2018,0,1,70000
8005184,7843,0,7843,2,1510,10,30,2020,10/30/2020,0,0,282500
8005185,7843,0,7843,2,1510,11,12,2020,11/12/2020,0,0,277500
8005186,7843,0,7843,3,2095,11,24,2020,11/24/2020,0,0,295000
8005188,7843,0,7843,3,1510,11,6,2020,11/6/2020,0,0,270000
4938184,177045,223067,400112,3,2346,3,25,2020,3/25/2020,0,1,304000
4942971,47880,281081,328961,3,2679,10,31,2019,10/31/2019,0,1,399500
8005220,75840,236195,312035,4,2533,10,17,2019,10/17/2019,0,1,399000
4938451,16594,95257,111851,2,1032,12,30,2019,12/30/2019,0,0,125000
8005252,40000,0,40000,2,1563,2,17,2020,2/17/2020,0,0,380300
8005253,40000,0,40000,2,1778,8,4,2020,8/4/2020,0,0,375000
8005254,40000,0,40000,2,1563,6,25,2020,6/25/2020,0,0,291300
8005255,40000,0,40000,2,1771,2,17,2020,2/17/2020,0,0,317400
8005256,40000,0,40000,2,1563,2,24,2020,2/24/2020,0,0,292500
8005257,40000,0,40000,2,1778,7,22,2020,7/22/2020,0,0,340000
8005257,40000,0,40000,2,1778,3,3,2020,3/3/2020,0,0,309200
8005258,40000,0,40000,2,1563,3,11,2020,3/11/2020,0,0,313000
8005259,40000,0,40000,3,1848,2,27,2020,2/27/2020,0,0,355600
8005260,40000,0,40000,2,1563,5,6,2020,5/6/2020,0,0,297400
8005261,40000,0,40000,2,1771,2,27,2020,2/27/2020,0,0,316400
8005262,40000,0,40000,2,1563,3,27,2020,3/27/2020,0,0,313100
8005263,40000,0,40000,3,1848,3,18,2020,3/18/2020,0,0,314600
8005264,40000,0,40000,2,1563,3,11,2020,3/11/2020,0,0,313000
8005265,40000,0,40000,3,1848,3,24,2020,3/24/2020,0,0,365400
4949933,37200,150448,187648,3,1705,1,16,2020,1/16/2020,0,1,238500
4950591,21060,11941,33001,2,660,4,16,2018,4/16/2018,0,1,38500
4950753,33280,139887,173167,3,1308,9,24,2019,9/24/2019,0,1,235000
4950664,26010,102994,129004,3,1214,3,23,2020,3/23/2020,0,0,181000
4950869,16000,104565,120565,2,1200,8,31,2018,8/31/2018,0,0,148000
4950869,16000,104565,120565,2,1200,5,14,2020,5/14/2020,0,0,138900
5156648,38500,0,38500,,,8,14,2020,8/14/2020,0,0,38000
5156648,38500,0,38500,,,2,9,2018,2/9/2018,0,0,45300
8005266,40000,0,40000,2,1608,6,9,2020,6/9/2020,0,0,308900
8005267,40000,0,40000,3,1848,4,6,2020,4/6/2020,0,0,354100
8005268,40000,0,40000,2,1563,4,6,2020,4/6/2020,0,0,323700
8005269,40000,0,40000,3,1848,4,13,2020,4/13/2020,0,0,311300
8005270,40000,0,40000,2,1563,3,17,2020,3/17/2020,0,0,296400
8005271,40000,0,40000,2,1778,3,20,2020,3/20/2020,0,0,332200
4960040,12000,150942,162942,3,1346,12,4,2020,12/4/2020,0,1,200000
4961275,13600,125953,139553,3,1316,10,21,2019,10/21/2019,0,0,181500
8005273,40000,0,40000,2,1771,4,6,2020,4/6/2020,0,0,340300
8005274,40000,0,40000,2,1563,4,14,2020,4/14/2020,0,0,307500
8005275,40000,0,40000,2,1778,4,14,2020,4/14/2020,0,0,346800
8005276,40000,0,40000,2,1563,6,17,2020,6/17/2020,0,0,302200
8005277,40000,0,40000,3,1848,4,20,2020,4/20/2020,0,0,345700
8005278,62000,0,62000,3,2575,3,18,2020,3/18/2020,0,0,448300
8005280,62000,0,62000,2,2339,3,23,2020,3/23/2020,0,0,466700
8005281,62000,0,62000,3,2415,3,23,2020,3/23/2020,0,0,456000
8005284,59000,0,59000,2,2303,3,31,2020,3/31/2020,0,0,506400
8005285,59000,0,59000,2,2339,3,30,2020,3/30/2020,0,0,546000
8005286,59000,0,59000,3,2415,5,6,2020,5/6/2020,0,0,565700
8005287,59000,0,59000,2,2339,4,20,2020,4/20/2020,0,0,633100
8005288,59000,0,59000,3,2575,4,24,2020,4/24/2020,0,0,542400
8005289,59000,0,59000,3,2415,4,20,2020,4/20/2020,0,0,500700
8005290,59000,0,59000,2,2339,5,18,2020,5/18/2020,0,0,537500
8005291,59000,0,59000,2,2339,4,24,2020,4/24/2020,0,0,454800
8005292,40000,0,40000,3,2415,5,26,2020,5/26/2020,0,0,571700
8005293,40000,0,40000,2,2339,5,26,2020,5/26/2020,0,0,514900
8005294,40000,0,40000,2,2339,5,1,2020,5/1/2020,0,0,464800
8005296,40000,0,40000,3,2415,5,20,2020,5/20/2020,0,0,431100
8005297,59000,0,59000,3,2575,4,24,2020,4/24/2020,0,0,533100
8005298,59000,0,59000,2,2339,4,24,2020,4/24/2020,0,0,513300
8005299,59000,0,59000,2,2339,4,24,2020,4/24/2020,0,0,594800
8005300,59000,0,59000,3,2415,4,24,2020,4/24/2020,0,0,466700
8005301,59000,0,59000,3,2415,4,14,2020,4/14/2020,0,0,555400
8005302,59000,0,59000,2,2339,3,6,2020,3/6/2020,0,0,600100
8005303,59000,0,59000,3,2415,3,31,2020,3/31/2020,0,0,547500
8005304,59000,0,59000,2,2339,4,6,2020,4/6/2020,0,0,463800
8005305,59000,0,59000,3,2575,3,24,2020,3/24/2020,0,0,492600
8005306,59000,0,59000,2,2339,3,23,2020,3/23/2020,0,0,458200
8005307,40000,0,40000,2,2339,3,18,2020,3/18/2020,0,0,434300
7957078,50000,224344,274344,3,2185,9,23,2019,9/23/2019,0,0,341500
7957094,50000,196965,246965,2,1851,9,28,2018,9/28/2018,0,0,274800
7957108,50000,236641,286641,3,2024,11,13,2018,11/13/2018,0,0,369600
7957116,50000,226188,276188,3,2206,11,27,2018,11/27/2018,0,0,298700
7957116,50000,226188,276188,3,2206,9,30,2020,9/30/2020,0,0,325000
7957124,50000,317118,367118,4,3576,10,12,2018,10/12/2018,0,0,445200
7957132,50000,223050,273050,4,2185,3,1,2019,3/1/2019,0,0,290100
8005308,40000,0,40000,2,2339,3,4,2020,3/4/2020,0,0,519900
8005309,59000,0,59000,2,1922,2,12,2020,2/12/2020,0,0,365500
8005310,59000,0,59000,2,1681,3,17,2020,3/17/2020,0,0,373600
8005311,59000,0,59000,2,1922,3,4,2020,3/4/2020,0,0,380700
4968423,31104,205009,236113,3,2574,6,12,2020,6/12/2020,0,1,349000
4968431,37120,276289,313409,3,3208,3,30,2018,3/30/2018,0,1,399000
4968440,35840,203446,239286,3,1983,5,29,2019,5/29/2019,0,1,288000
4968512,50850,198124,248974,4,2226,6,14,2019,6/14/2019,0,1,320000
8005312,59000,0,59000,2,1681,4,6,2020,4/6/2020,0,0,434600
8005313,59000,0,59000,2,2067,3,24,2020,3/24/2020,0,0,375100
8005314,25000,0,25000,3,1848,11,4,2020,11/4/2020,0,0,320700
8005315,25000,0,25000,2,1509,8,12,2020,8/12/2020,0,0,289000
7957230,50000,197257,247257,2,1891,11,30,2020,11/30/2020,0,0,312500
8005316,25000,0,25000,2,1771,7,22,2020,7/22/2020,0,0,298800
8005317,36000,0,36000,2,1563,7,28,2020,7/28/2020,0,0,302400
8005318,36000,0,36000,3,1848,8,11,2020,8/11/2020,0,0,343200
8005319,36000,0,36000,2,1563,8,5,2020,8/5/2020,0,0,286100
8005320,36000,0,36000,2,1563,8,20,2020,8/20/2020,0,0,323900
8005321,36000,0,36000,3,1848,8,11,2020,8/11/2020,0,0,353000
8005323,36000,0,36000,2,1778,8,24,2020,8/24/2020,0,0,290800
8005324,25000,0,25000,2,1563,9,21,2020,9/21/2020,0,0,282300
2755253,21600,123032,144632,3,1358,10,20,2017,10/20/2017,1,0,157000
4969322,27500,161777,189277,3,1672,2,23,2018,2/23/2018,0,1,217000
4972790,30000,123193,153193,2,1250,10,27,2020,10/27/2020,0,0,220500
8005325,25000,0,25000,2,1778,8,12,2020,8/12/2020,0,0,327100
8005326,59000,0,59000,2,2067,6,15,2020,6/15/2020,0,0,427100
8005327,59000,0,59000,2,1922,8,11,2020,8/11/2020,0,0,409000
8005328,59000,0,59000,2,2067,7,2,2020,7/2/2020,0,0,412100
8005329,59000,0,59000,2,2116,6,17,2020,6/17/2020,0,0,391600
8005330,59000,0,59000,2,2116,6,9,2020,6/9/2020,0,0,408600
8005331,59000,0,59000,2,1681,6,8,2020,6/8/2020,0,0,401100
8005332,59000,0,59000,2,1922,6,8,2020,6/8/2020,0,0,387600
8005333,59000,0,59000,2,2067,6,25,2020,6/25/2020,0,0,421600
8005334,59000,0,59000,2,2067,6,9,2020,6/9/2020,0,0,423400
8005335,59000,0,59000,2,1922,6,15,2020,6/15/2020,0,0,430700
4972625,30000,161537,191537,3,1697,8,29,2019,8/29/2019,0,0,225000
8005336,59000,0,59000,2,1922,6,15,2020,6/15/2020,0,0,387600
8005338,40000,0,40000,2,2067,7,8,2020,7/8/2020,0,0,363100
8005339,59000,0,59000,2,2067,6,17,2020,6/17/2020,0,0,382600
8005340,59000,0,59000,2,1922,6,17,2020,6/17/2020,0,0,370500
8005341,59000,0,59000,2,2067,6,23,2020,6/23/2020,0,0,388800
8005342,59000,0,59000,2,2067,6,17,2020,6/17/2020,0,0,483900
8005343,59000,0,59000,2,2067,8,5,2020,8/5/2020,0,0,379700
8005344,59000,0,59000,2,2067,8,11,2020,8/11/2020,0,0,395100
8005345,59000,0,59000,2,2116,8,27,2020,8/27/2020,0,0,404200
8005346,59000,0,59000,2,2067,8,24,2020,8/24/2020,0,0,476600
8005347,40000,0,40000,3,2402,6,25,2020,6/25/2020,0,0,402900
8005348,12500,0,12500,3,1848,11,17,2020,11/17/2020,0,0,354300
8005349,12500,0,12500,2,1563,11,10,2020,11/10/2020,0,0,309800
8005350,12500,0,12500,2,1778,9,15,2020,9/15/2020,0,0,354100
8005352,12500,0,12500,2,1778,9,22,2020,9/22/2020,0,0,325500
8005355,12500,0,12500,3,1848,10,13,2020,10/13/2020,0,0,339000
5702316,0,384375,384375,2,1865,12,30,2020,12/30/2020,0,0,450000
8005357,12500,0,12500,2,1563,11,2,2020,11/2/2020,0,0,296900
8005362,12500,0,12500,3,1848,11,19,2020,11/19/2020,0,0,317100
7961296,25791,0,25791,,,7,15,2019,7/15/2019,0,1,31900
7962683,11093,0,11093,,,12,15,2020,12/15/2020,0,1,28500
4972862,30000,145793,175793,3,1488,3,23,2020,3/23/2020,0,0,184500
5177114,32000,160153,192153,3,1453,6,12,2017,6/12/2017,0,0,185000
8005363,12500,0,12500,2,1563,10,8,2020,10/8/2020,0,0,272600
8005364,18000,0,18000,2,1778,10,26,2020,10/26/2020,0,0,317900
8005365,18000,0,18000,2,1563,10,26,2020,10/26/2020,0,0,322300
8005367,20000,0,20000,3,1848,10,19,2020,10/19/2020,0,0,362800
8005368,20000,0,20000,2,1778,10,20,2020,10/20/2020,0,0,337900
8005369,20000,0,20000,2,1563,12,1,2020,12/1/2020,0,0,291100
8005370,20000,0,20000,3,1848,10,15,2020,10/15/2020,0,0,339300
7961008,26500,185134,211634,3,1626,6,1,2018,6/1/2018,0,0,233000
7961008,26500,185134,211634,3,1626,12,21,2020,12/21/2020,0,0,274500
7961008,26500,185134,211634,3,1626,4,9,2019,4/9/2019,0,0,247500
2756101,17280,0,17280,3,1478,4,17,2018,4/17/2018,0,0,13000
7967065,22000,158791,180791,3,1648,2,28,2019,2/28/2019,0,0,205000
7967073,22000,158791,180791,3,1648,12,13,2018,12/13/2018,0,0,206500
8005371,20000,0,20000,2,1563,10,29,2020,10/29/2020,0,0,334000
4973729,33388,217702,251090,3,2177,4,24,2019,4/24/2019,0,0,250000
8005372,20000,0,20000,3,1848,11,23,2020,11/23/2020,0,0,338600
8005373,20000,0,20000,2,1509,11,19,2020,11/19/2020,0,0,274700
8005374,20000,0,20000,2,1771,10,8,2020,10/8/2020,0,0,303700
8005375,20000,0,20000,2,1509,10,27,2020,10/27/2020,0,0,287300
8005376,20000,0,20000,2,1608,10,8,2020,10/8/2020,0,0,319000
8005378,20000,0,20000,3,1848,10,6,2020,10/6/2020,0,0,358200
8005379,20000,0,20000,2,1563,10,27,2020,10/27/2020,0,0,305400
8005380,20000,0,20000,2,1563,9,24,2020,9/24/2020,0,0,317600
8005381,20000,0,20000,2,1778,9,29,2020,9/29/2020,0,0,336600
8005383,20000,0,20000,2,1778,9,15,2020,9/15/2020,0,0,367400
8005384,25000,0,25000,,,12,1,2020,12/1/2020,0,0,304000
8005386,25000,0,25000,2,1778,9,10,2020,9/10/2020,0,0,349200
8005388,40000,0,40000,2,1771,9,15,2020,9/15/2020,0,0,327100
8005389,40000,0,40000,2,1608,11,10,2020,11/10/2020,0,0,326600
8005390,40000,0,40000,3,1848,9,15,2020,9/15/2020,0,0,331500
8005392,40000,0,40000,2,1771,8,24,2020,8/24/2020,0,0,366200
8005394,40000,0,40000,2,1771,9,8,2020,9/8/2020,0,0,341500
8005396,40000,0,40000,3,1848,8,20,2020,8/20/2020,0,0,342400
8005397,40000,0,40000,2,1563,9,21,2020,9/21/2020,0,0,294700
8005398,40000,0,40000,3,1848,8,12,2020,8/12/2020,0,0,343300
4975284,35000,184221,219221,3,1885,11,28,2017,11/28/2017,0,0,234500
4975322,12000,137240,149240,2,1543,4,17,2020,4/17/2020,0,1,175000
4975284,35000,184221,219221,3,1885,9,16,2019,9/16/2019,0,0,245000
8005400,40000,0,40000,3,1848,7,29,2020,7/29/2020,0,0,326600
8005401,40000,0,40000,2,1608,7,29,2020,7/29/2020,0,0,296500
8005402,40000,0,40000,3,1848,7,20,2020,7/20/2020,0,0,337300
8005404,40000,0,40000,2,1778,7,29,2020,7/29/2020,0,0,329700
8005405,40000,0,40000,2,1563,7,29,2020,7/29/2020,0,0,340700
8005406,40000,0,40000,3,1848,7,8,2020,7/8/2020,0,0,341200
8005407,40000,0,40000,2,1563,7,15,2020,7/15/2020,0,0,293600
7967448,22000,164413,186413,3,1716,4,25,2019,4/25/2019,0,0,225000
8005408,40000,0,40000,3,1848,7,20,2020,7/20/2020,0,0,333200
8005409,40000,0,40000,2,1563,7,15,2020,7/15/2020,0,0,295400
8005410,40000,0,40000,3,1848,6,25,2020,6/25/2020,0,0,397500
8005411,40000,0,40000,2,1563,8,27,2020,8/27/2020,0,0,310900
8005412,40000,0,40000,3,1848,6,23,2020,6/23/2020,0,0,343500
8005413,40000,0,40000,2,1563,6,23,2020,6/23/2020,0,0,283700
8005414,40000,0,40000,3,1848,6,11,2020,6/11/2020,0,0,338200
8005415,40000,0,40000,2,1608,6,17,2020,6/17/2020,0,0,301000
4978283,70700,499809,570509,5,6049,8,31,2020,8/31/2020,0,0,675000
4978364,13750,112629,126379,2,1116,9,2,2020,9/2/2020,0,0,155000
4978372,13750,116805,130555,2,1116,8,14,2020,8/14/2020,0,0,155000
8005416,40000,0,40000,3,1848,6,16,2020,6/16/2020,0,0,339600
8005417,40000,0,40000,2,1563,6,16,2020,6/16/2020,0,0,307600
8005418,40000,0,40000,3,1848,6,25,2020,6/25/2020,0,0,324100
8005419,40000,0,40000,2,1563,6,1,2020,6/1/2020,0,0,334400
8005420,40000,0,40000,3,1848,5,18,2020,5/18/2020,0,0,308400
8005421,40000,0,40000,2,1563,6,11,2020,6/11/2020,0,0,302300
8005422,40000,0,40000,3,1848,5,20,2020,5/20/2020,0,0,335700
8005423,40000,0,40000,2,1563,5,6,2020,5/6/2020,0,0,278700
8005424,36000,0,36000,3,1848,5,18,2020,5/18/2020,0,0,325300
8005425,36000,0,36000,2,1563,5,6,2020,5/6/2020,0,0,309900
8005426,36000,0,36000,2,1563,5,18,2020,5/18/2020,0,0,309900
8005427,36000,0,36000,2,1563,6,3,2020,6/3/2020,0,0,315500
